seq	type	date	time	location	LatLng
1092	住宅竊盜	1051006	01~03	台北市內湖區內湖路3段187巷1 ~ 30號	
1093	住宅竊盜	1051006	04~06	台北市內湖區金瑞里5鄰內湖路3段187巷1 ~ 30號	
1094	住宅竊盜	1051006	22~24	台北市中正區龍福里南昌路1段61 ~ 90號	
1095	住宅竊盜	1051007	04~06	台北市大同區鄰江里延平北路4段31 ~ 60號	
1096	住宅竊盜	1051007	10~12	台北市萬華區廣州街181 ~ 210號	
1097	住宅竊盜	1051007	10~12	台北市松山區新東街20巷1 ~ 30號	
1098	住宅竊盜	1051007	13~15	台北市中山區南京東路3段91 ~ 120號	
1099	住宅竊盜	1051007	22~24	台北市士林區天和里9鄰中山北路7段14巷59弄1 ~ 30號	
1100	住宅竊盜	1051008	13~15	台北市中山區民族東路391 ~ 420號	
1101	住宅竊盜	1051009	04~06	台北市北投區中庸里大業路661 ~ 690號	
1102	住宅竊盜	1051009	07~09	台北市中山區民族東路391 ~ 420號	
1103	住宅竊盜	1051009	16~18	台北市北投區福興里致遠一路2段61 ~ 90號	
1104	住宅竊盜	1051011	07~09	台北市中正區文盛里汀州路3段91 ~ 120號	
1105	住宅竊盜	1051011	07~09	台北市信義區四育里虎林街30巷1 ~ 30號	
1106	住宅竊盜	1051011	10~12	台北市萬華區青年路1 ~ 30號	
1107	住宅竊盜	1051014	07~09	台北市北投區東華里致遠三路61 ~ 90號	
1108	住宅竊盜	1051015	10~12	台北市內湖區康樂街48巷1 ~ 30號	
1109	住宅竊盜	1051015	13~15	台北市中山區新生北路3段61 ~ 90號	
1110	住宅竊盜	1051015	22~24	台北市文山區樟林里030鄰興隆路4段58巷16弄1 ~ 30號	
1111	住宅竊盜	1051016	13~15	台北市內湖區金莊路61 ~ 90號	
1112	住宅竊盜	1051016	22~24	台北市信義區忠孝東路5段790巷47弄1 ~ 30號	
1113	住宅竊盜	1051017	07~09	台北市士林區福華里承德路4段40巷31 ~ 60號	
1114	住宅竊盜	1051017	10~12	台北市萬華區和平西路3段302巷3弄31 ~ 60號	
1115	住宅竊盜	1051017	13~15	台北市松山區健康路391 ~ 420號	
1116	住宅竊盜	1051018	01~03	台北市信義區三張里松智路31巷1 ~ 30號	
1117	住宅竊盜	1051018	10~12	台北市大安區光信里信義路4段265巷21弄1 ~ 30號	
1118	住宅竊盜	1051018	19~21	台北市松山區光復南路46巷1 ~ 30號	
1119	住宅竊盜	1051018	22~24	台北市大安區和安里建國南路1段331 ~ 360號	
1120	住宅竊盜	1051019	01~03	台北市北投區文林里文林北路80巷60弄1 ~ 30號	
1121	住宅竊盜	1051020	16~18	台北市士林區福林里中正路201巷31 ~ 60號	
1122	住宅竊盜	1051020	22~24	台北市文山區順興里025鄰保儀路91 ~ 120號	
1123	住宅竊盜	1051021	10~12	台北市士林區天和里14鄰中山北路7段114巷31 ~ 60號	
1124	住宅竊盜	1051021	10~12	台北市中山區北安路630巷25弄1 ~ 30號	
1125	住宅竊盜	1051022	22~24	台北市中山區中山北路1段135巷37之1 ~ 30號	
1126	住宅竊盜	1051023	01~03	台北市信義區中坡里福德街221巷3弄1 ~ 30號	
1127	住宅竊盜	1051023	07~09	台北市松山區八德路5段601 ~ 630號	
1128	住宅竊盜	1051023	10~12	台北市士林區福華里18鄰通河街325巷1 ~ 30號	
1129	住宅竊盜	1051024	13~15	台北市大安區龍淵里和平東路2段96巷15弄1 ~ 30號	
1130	住宅竊盜	1051024	13~15	台北市北投區稻香里中央北路2段320巷2弄1 ~ 30號	
1131	住宅竊盜	1051025	16~18	台北市內湖區成功路2段510巷1 ~ 30號	
1132	住宅竊盜	1051026	13~15	台北市中山區林森北路391 ~ 420號	
1133	住宅竊盜	1051026	13~15	台北市信義區黎順里崇德街31 ~ 60號	
1134	住宅竊盜	1051027	01~03	台北市大安區和安里建國南路1段301 ~ 330號	
1135	住宅竊盜	1051027	22~24	台北市南港區南港里南港路1段171巷28弄1 ~ 30號	
1136	住宅竊盜	1051028	04~06	台北市士林區社新里8鄰社子街63巷1 ~ 30號	
1137	住宅竊盜	1051028	10~12	台北市大安區光信里信義路4段265巷21弄1 ~ 30號	
1138	住宅竊盜	1051028	10~12	台北市大安區龍泉里師大路39巷1 ~ 30號	
1139	住宅竊盜	1051029	10~12	台北市中山區雙城街23巷1 ~ 30號	
1140	住宅竊盜	1051029	16~18	台北市文山區樟文里001鄰忠順街1段10巷1 ~ 30號	
1141	住宅竊盜	1051029	19~21	台北市萬華區康定路46巷1 ~ 30號	
1142	住宅竊盜	1051030	13~15	台北市中山區林森北路391 ~ 420號	
1143	住宅竊盜	1051031	01~03	台北市大同區至聖里5鄰民族西路31巷22之1 ~ 30號	
1144	住宅竊盜	1051031	10~12	台北市中正區林興里水源路33巷1 ~ 30號	
1145	住宅竊盜	1051031	10~12	台北市中山區林森北路241 ~ 270號	
1146	住宅竊盜	1051101	07~09	台北市內湖區康樂街72巷17弄1 ~ 30號	
1147	住宅竊盜	1051101	10~12	台北市北投區尊賢里尊賢街230巷1 ~ 30號	
1148	住宅竊盜	1051103	22~24	台北市中山區德惠街91 ~ 120號	
1149	住宅竊盜	1051104	22~24	台北市文山區博嘉里004鄰木柵路4段159巷170弄1 ~ 30號	
1150	住宅竊盜	1051106	07~09	台北市松山區撫遠街369巷1 ~ 30號	
1151	住宅竊盜	1051106	10~12	台北市松山區八德路2段437巷10弄1 ~ 30號	
1152	住宅竊盜	1051106	13~15	台北市士林區聖山里芝玉路1段211 ~ 240號	
1153	住宅竊盜	1051107	16~18	台北市內湖區港華街1 ~ 30號	
1154	住宅竊盜	1051107	19~21	台北市內湖區內湖路1段591巷1 ~ 30號	
1155	住宅竊盜	1051108	16~18	台北市北投區立賢里吉利街1 ~ 30號	
1156	住宅竊盜	1051110	04~06	台北市中山區新生北路3段1 ~ 30號	
1157	住宅竊盜	1051110	07~09	台北市大安區民輝里新生南路1段97巷31 ~ 60號	
1158	住宅竊盜	1051110	10~12	台北市北投區湖山里陽明路1段1 ~ 30號	
1159	住宅竊盜	1051110	13~15	台北市大安區和安里信義路3段147巷17弄1 ~ 30號	
1160	住宅竊盜	1051110	22~24	台北市中正區永功里汀州路1段306巷10弄1 ~ 30號	
1161	住宅竊盜	1051111	19~21	台北市內湖區文德31 ~ 60號	
1162	住宅竊盜	1051111	22~24	台北市中山區錦州街231巷31 ~ 60號	
1163	住宅竊盜	1051112	01~03	台北市萬華區環河南路2段130巷6弄1 ~ 30號	
1164	住宅竊盜	1051113	10~12	台北市文山區萬盛里萬盛街91 ~ 120號	
1165	住宅竊盜	1051113	10~12	台北市中正區富水里思源街1 ~ 30號	
1166	住宅竊盜	1051113	13~15	台北市信義區雅祥里松隆路123巷31 ~ 60號	
1167	住宅竊盜	1051114	10~12	台北市內湖區成功路4段61巷1 ~ 30號	
1168	住宅竊盜	1051115	13~15	台北市信義區新仁里基隆路1段61 ~ 90號	
1169	住宅竊盜	1051118	10~12	台北市松山區撫遠街369巷1 ~ 30號	
1170	住宅竊盜	1051118	19~21	台北市中山區林森北路416巷1 ~ 30號	
1171	住宅竊盜	1051119	19~21	台北市文山區萬隆里5鄰羅斯福路5段218巷38弄1 ~ 30號	
1172	住宅竊盜	1051120	07~09	台北市中山區龍江路394巷1 ~ 30號	
1173	住宅竊盜	1051121	10~12	台北市松山區光復北路121 ~ 150號	
1174	住宅竊盜	1051121	16~18	台北市士林區承德里11鄰承德路4段58巷46弄1 ~ 30號	
1175	住宅竊盜	1051121	19~21	台北市士林區三玉里士東路200巷15弄1 ~ 30號	
1176	住宅竊盜	1051122	04~06	台北市內湖區新明路219巷2弄1 ~ 30號	
1177	住宅竊盜	1051122	07~09	台北市內湖區康樂街72巷17弄151 ~ 180號	
1178	住宅竊盜	1051122	16~18	台北市南港區中研里研究院路2段12巷57弄31 ~ 60號	
1179	住宅竊盜	1051122	22~24	台北市文山區景仁里景仁街77巷5弄1 ~ 30號	
1180	住宅竊盜	1051123	16~18	台北市北投區八仙里承德路7段401巷1111 ~ 1140號	
1181	住宅竊盜	1051123	22~24	台北市松山區南京東路5段123巷6弄1 ~ 30號	
1182	住宅竊盜	1051124	07~09	台北市大同區光能里赤峰街12巷1 ~ 30號	
1183	住宅竊盜	1051124	10~12	台北市松山區松河街1 ~ 30號	
1184	住宅竊盜	1051124	13~15	台北市大同區建明里京站百貨3樓	
1185	住宅竊盜	1051125	01~03	台北市文山區明興里032鄰木柵路2段109巷121 ~ 150號	
1186	住宅竊盜	1051125	13~15	台北市大安區臨江里通化街39巷50弄91 ~ 120號	
1187	住宅竊盜	1051125	16~18	台北市萬華區武昌街2段121 ~ 150號	
1188	住宅竊盜	1051126	16~18	台北市中正區文北里泰安街6巷1 ~ 30號	
1189	住宅竊盜	1051127	07~09	台北市北投區桃源里中央北路3段40巷31 ~ 60號	
1190	住宅竊盜	1051128	07~09	台北市萬華區德昌街154巷1 ~ 30號	
1191	住宅竊盜	1051128	16~18	台北市大同區保安里哈密街59巷1 ~ 30號	
1192	住宅竊盜	1051129	04~06	台北市萬華區富福里中華路2段1 ~ 30號	
1193	住宅竊盜	1051129	19~21	台北市士林區天玉里4鄰天母西路41巷1弄1 ~ 30號	
1194	住宅竊盜	1051201	04~06	台北市大同區建明里重慶北路1段1 ~ 30號	
1195	住宅竊盜	1051201	07~09	台北市中山區新生北路2段61 ~ 90號	
1196	住宅竊盜	1051202	16~18	台北市文山區萬芳里007鄰萬芳路31 ~ 60號	
1197	住宅竊盜	1051203	13~15	台北市中正區廈安里大浦街21巷1 ~ 30號	
1198	住宅竊盜	1051204	04~06	台北市北投區稻香里稻香路31 ~ 60號	
1199	住宅竊盜	1051204	07~09	台北市松山區撫遠街255巷1 ~ 30號	
1200	住宅竊盜	1051205	19~21	台北市中正區忠勤里中華路2段313巷1 ~ 30號	
1201	住宅竊盜	1051206	01~03	台北市北投區一德里中央北路4段18巷1 ~ 30號	
1202	住宅竊盜	1051206	13~15	台北市士林區葫蘆里延平北路5段285巷32弄1 ~ 30號	
1203	住宅竊盜	1051206	19~21	台北市士林區天壽里5鄰天母西路22巷6弄1 ~ 30號	
1204	住宅竊盜	1051207	10~12	台北市內湖區內湖路1段359巷1 ~ 30號	
1205	住宅竊盜	1051207	13~15	台北市北投區關渡里知行路1 ~ 30號	
1206	住宅竊盜	1051209	10~12	台北市松山區延壽街402巷2弄1 ~ 30號	
1207	住宅竊盜	1051210	10~12	台北市大安區古莊里羅斯福路2段101巷31 ~ 60號	
1208	住宅竊盜	1051214	13~15	台北市內湖區金龍路67巷1之1 ~ 30號	
1209	住宅竊盜	1051215	13~15	台北市中正區河堤里金門街12巷13弄1 ~ 30號	
1210	住宅竊盜	1051215	13~15	台北市大安區芳和里樂業街94巷7弄1 ~ 30號	
1211	住宅竊盜	1051216	16~18	台北市大安區黎元里安居街98巷1 ~ 30號	
1212	住宅竊盜	1051216	16~18	台北市中山區錦州街31 ~ 60號	
1213	住宅竊盜	1051216	22~24	台北市內湖區江南街96巷1 ~ 30號	
1214	住宅竊盜	1051217	07~09	台北市內湖區民權東路6段151 ~ 180號	
1215	住宅竊盜	1051217	22~24	台北市大安區黎元里安居街84巷1 ~ 30號	
1216	住宅竊盜	1051217	22~24	台北市大安區全安里和平東路3段119巷1 ~ 30號	
1217	住宅竊盜	1051220	04~06	台北市內湖區民權東路六段190巷1 ~ 30號	
1218	住宅竊盜	1051220	16~18	台北市中正區文祥里信義路2段61 ~ 90號	
1219	住宅竊盜	1051220	22~24	台北市內湖區內湖路1段225巷1弄1 ~ 30號	
1220	住宅竊盜	1051222	16~18	台北市內湖區康寧路3段265巷1 ~ 30號	
1221	住宅竊盜	1051222	19~21	台北市信義區五常里永吉路225巷32弄1 ~ 30號	
1222	住宅竊盜	1051223	13~15	台北市文山區興福里15鄰景華街121巷7弄1 ~ 30號	
1223	住宅竊盜	1051224	01~03	台北市萬華區貴陽街2段211 ~ 240號	
1224	住宅竊盜	1051224	13~15	台北市北投區榮華里榮華一路7巷1 ~ 30號	
1225	住宅竊盜	1051225	10~12	台北市士林區天玉里天母北路1 ~ 30號	
1226	住宅竊盜	1051226	01~03	台北市士林區德行里中山北路5段811巷1 ~ 30號	
1227	住宅竊盜	1051226	01~03	台北市士林區德行里中山北路5段811巷1 ~ 30號	
1228	住宅竊盜	1051226	07~09	台北市中山區中山北路1段121巷1 ~ 30號	
1229	住宅竊盜	1051226	19~21	台北市中山區復興北路91 ~ 120號	
1230	住宅竊盜	1051227	13~15	台北市大安區古風里泰順街60巷18弄1 ~ 30號	
1231	住宅竊盜	1051228	10~12	台北市北投區榮光里西安街1段313巷16弄31 ~ 60號	
1232	住宅竊盜	1051229	10~12	台北市大安區臨江里通化街101巷31 ~ 60號	
1233	住宅竊盜	1051229	22~24	台北市士林區聖山里19鄰忠誠路1段147巷1 ~ 30號	
1234	住宅竊盜	1051230	01~03	台北市萬華區萬大路486巷37弄1 ~ 30號	
1235	住宅竊盜	1051231	19~21	台北市士林區忠誠里忠誠路1段91 ~ 120號	
1236	住宅竊盜	1060101	13~15	台北市南港區東新里興南街60巷1 ~ 30號	
1237	住宅竊盜	1060101	13~15	台北市中山區林森北路391 ~ 420號	
1238	住宅竊盜	1060101	22~24	台北市士林區天玉里6鄰天母西路61 ~ 90號	
1239	住宅竊盜	1060101	22~24	台北市信義區松隆里松山路571 ~ 600號	
1240	住宅竊盜	1060102	04~06	台北市中山區林森北路31 ~ 60號	
1241	住宅竊盜	1060105	16~18	台北市內湖區康樂街48巷1 ~ 30號	
1242	住宅竊盜	1060105	19~21	台北市信義區六合里信義路5段150巷211 ~ 240號	
1243	住宅竊盜	1060106	13~15	台北市內湖區環山路2段50巷14弄14之1 ~ 30號	
1244	住宅竊盜	1060107	13~15	台北市士林區岩山里13鄰芝玉路1段197巷25弄1 ~ 30號	
1245	住宅竊盜	1060109	10~12	台北市南港區合成里忠孝東路6段159巷4弄1 ~ 30號	
1246	住宅竊盜	1060109	16~18	台北市萬華區桂林路1 ~ 30號	
1247	住宅竊盜	1060110	04~06	台北市萬華區廣州街211 ~ 240號	
1248	住宅竊盜	1060112	04~06	台北市大安區仁慈里復興南路1段279巷1 ~ 30號	
1249	住宅竊盜	1060114	22~24	台北市松山區南京東路4段31 ~ 60號	
1250	住宅竊盜	1060115	13~15	台北市北投區行義路186巷1 ~ 30號	
1251	住宅竊盜	1060116	10~12	台北市信義區大道里忠孝東路5段790巷22弄1 ~ 30號	
1252	住宅竊盜	1060116	13~15	台北市文山區萬祥里景隆街1巷1 ~ 30號	
1253	住宅竊盜	1060116	16~18	台北市士林區明勝里通河街323巷1 ~ 30號	
1254	住宅竊盜	1060117	01~03	台北市松山區光復北路210巷31 ~ 60號	
1255	住宅竊盜	1060117	07~09	台北市中正區南福里羅斯福路1段58巷17弄1 ~ 30號	
1256	住宅竊盜	1060117	07~09	台北市大安區車層里忠孝東路4段216巷27弄1 ~ 30號	
1257	住宅竊盜	1060117	16~18	台北市士林區葫蘆里05鄰葫蘆街121 ~ 150號	
1258	住宅竊盜	1060121	04~06	台北市北投區福興里自強街5巷151 ~ 180號	
1259	住宅竊盜	1060121	07~09	台北市文山區萬年里羅斯福路5段212巷1 ~ 30號	
1260	住宅竊盜	1060122	01~03	台北市北投區關渡里大度路3段211 ~ 240號	
1261	住宅竊盜	1060122	19~21	台北市大安區光信里光復南路456巷1 ~ 30號	
1262	住宅竊盜	1060123	13~15	台北市中正區幸市里濟南路2段1 ~ 30號	
1263	住宅竊盜	1060125	22~24	台北市中山區松江路124巷19之1 ~ 30號	
1264	住宅竊盜	1060126	01~03	台北市中正區河堤里金門街1 ~ 30號	
1265	住宅竊盜	1060126	19~21	台北市萬華區大理街1 ~ 30號	
1266	住宅竊盜	1060127	04~06	台北市文山區萬興里004鄰新光路1段95巷1 ~ 30號	
1267	住宅竊盜	1060127	13~15	台北市文山區樟文里019鄰辛亥路7段76巷1 ~ 30號	
1268	住宅竊盜	1060127	22~24	台北市士林區大南路241 ~ 270號	
1269	住宅竊盜	1060128	01~03	台北市士林區芝山里13鄰士東路266巷3弄1 ~ 30號	
1270	住宅竊盜	1060128	01~03	台北市中山區德惠街167巷1 ~ 30號	
1271	住宅竊盜	1060128	16~18	台北市士林區天福里4鄰忠誠路2段154巷1 ~ 30號	
1272	住宅竊盜	1060130	16~18	台北市松山區民生東路3段91 ~ 120號	
1273	住宅竊盜	1060202	07~09	台北市中正區永功里汀州路1段271 ~ 300號	
1274	住宅竊盜	1060202	10~12	台北市士林區名山里至誠路2段92巷3弄1 ~ 30號	
1275	住宅竊盜	1060202	22~24	台北市中山區龍江路370巷31 ~ 60號	
1276	住宅竊盜	1060203	22~24	台北市大安區通化里光復南路691 ~ 720號	
1277	住宅竊盜	1060207	04~06	台北市南港區東明里興華路61 ~ 90號	
1278	住宅竊盜	1060207	16~18	台北市文山區興得里11鄰興隆路3段36巷9弄1 ~ 30號	
1279	住宅竊盜	1060207	19~21	台北市內湖區港華街109巷1 ~ 30號	
1280	住宅竊盜	1060208	07~09	台北市文山區萬美里010鄰萬美街1段91 ~ 120號	
1281	住宅竊盜	1060209	04~06	台北市中正區忠勤里中華路2段315巷4弄1 ~ 30號	
1282	住宅竊盜	1060209	16~18	台北市萬華區東園街181 ~ 210號	
1283	住宅竊盜	1060212	19~21	台北市中山區明水路631 ~ 660號	
1284	住宅竊盜	1060216	07~09	台北市大同區星明里民生西路178巷1 ~ 30號	
1285	住宅竊盜	1060216	16~18	台北市北投區中和里4鄰中和街455巷3弄1 ~ 30號	
1286	住宅竊盜	1060219	01~03	台北市內湖區內湖路1段411巷91 ~ 120號	
1287	住宅竊盜	1060220	01~03	台北市中山區林森北路85巷1 ~ 30號	
1288	住宅竊盜	1060222	13~15	台北市北投區文林里文林北路272巷1 ~ 30號	
1289	住宅竊盜	1060222	19~21	台北市大安區龍坡里雲和街91 ~ 120號	
1290	住宅竊盜	1060222	22~24	台北市文山區興旺里12鄰福興路78巷10弄1 ~ 30號	
1291	住宅竊盜	1060224	16~18	台北市內湖區康樂街61巷15弄1 ~ 30號	
1292	住宅竊盜	1060225	10~12	台北市內湖區安康路226巷1 ~ 30號	
1293	住宅竊盜	1060227	19~21	台北市萬華區西昌街181 ~ 210號	
1294	汽車竊盜	1040104	22~24	台北市松山區塔悠路91~120號	
1295	汽車竊盜	1040119	01~03	台北市中山區新生北路二段91~120號	
1296	汽車竊盜	1040120	01~03	台北市文山區老泉里老泉街1~30號	
1297	汽車竊盜	1040120	07~09	台北市文山區木柵里木柵路三段48巷3弄1~30號	
1298	汽車竊盜	1040121	04~06	台北市中山區建國北路二段91~120號	
1299	汽車竊盜	1040121	22~24	台北市萬華區華中河濱公園	
1300	汽車竊盜	1040127	22~24	台北市松山區八德路三3段1~30號	
1301	汽車竊盜	1040129	07~09	台北市北投區一德里中央北路四段181~210號	
1302	汽車竊盜	1040201	16~18	台北市松山區濱江街七號水門	
1303	汽車竊盜	1040202	07~09	台北市內湖區樂康里康樂街261巷	
1304	汽車竊盜	1040210	04~06	台北市大同區鄰江里酒泉街241~270號	
1305	汽車竊盜	1040211	13~15	台北市士林區福佳里美崙街31~60號	
1306	汽車竊盜	1040211	22~24	台北市南港區新富里研究院路一段101巷誠正國中旁151~180號	
1307	汽車竊盜	1040212	04~06	台北市松山區健康路69巷1~30號	
1308	汽車竊盜	1040213	13~15	台北市大安區仁愛里敦化南路一段270巷1~30號	
1309	汽車竊盜	1040218	04~06	台北市松山區光復北路181~210號	
1310	汽車竊盜	1040219	16~18	台北市士林區後港里通河東街二段121~150號	
1311	汽車竊盜	1040223	10~12	台北市士林區後港里承德路五段61~90號	
1312	汽車竊盜	1040302	22~24	台北市萬華區萬青街151~180號	
1313	汽車竊盜	1040317	04~06	台北市文山區興得里興隆路三段辛亥路口	
1314	汽車竊盜	1040317	07~09	台北市松山區松河街241~270號	
1315	汽車竊盜	1040318	01~03	台北市內湖區五分里安康路93巷	
1316	汽車竊盜	1040320	16~18	台北市內湖區石潭里潭美街	
1317	汽車竊盜	1040323	01~03	台北市士林區福志里18鄰雨農路21巷1~30號	
1318	汽車竊盜	1040324	16~18	台北市松山區民權東路三段106巷15弄1~30號	
1319	汽車竊盜	1040325	10~12	台北市士林區富光里延平北路五段1巷1~30號	
1320	汽車竊盜	1040325	16~18	台北市中正區三愛里臨沂街61巷14弄	
1321	汽車竊盜	1040330	10~12	台北市南港區中南里忠孝東路七段541~570號	
1322	汽車竊盜	1040331	01~03	台北市南港區重陽里重陽路187巷	
1323	汽車竊盜	1040331	01~03	台北市南港區玉成里松河街331~360號	
1324	汽車竊盜	1040331	01~03	台北市南港區玉成里松河街331~360號	
1325	汽車竊盜	1040331	04~06	台北市南港區玉成里松河街331~360號	
1326	汽車竊盜	1040403	07~09	台北市南港區新光里忠孝東路七段124巷	
1327	汽車竊盜	1040403	22~24	台北市南港區重陽里重陽路125巷與松河街口	
1328	汽車竊盜	1040408	07~09	台北市大同區環河北路二段361~390號	
1329	汽車竊盜	1040409	07~09	台北市內湖區內湖里成功路四段181~210號	
1330	汽車竊盜	1040410	07~09	台北市松山區敦化北路155巷100弄	
1331	汽車竊盜	1040411	22~24	台北市信義區雅祥里基隆路一段37巷口	
1332	汽車竊盜	1040413	13~15	台北市信義區雅祥里市民大道六段松隆路123巷口	
1333	汽車竊盜	1040413	22~24	台北市士林區德行里中山北路五段811巷1~30號	
1334	汽車竊盜	1040415	04~06	台北市南港區萬福里忠孝東路六段70巷21弄1~30號	
1335	汽車竊盜	1040420	07~09	台北市大同區朝陽里15鄰延平北路二段61~90號	
1336	汽車竊盜	1040425	07~09	台北市南港區重陽里重陽路203巷口	
1337	汽車竊盜	1040428	13~15	台北市北投區一德里中央北路四段121~150號	
1338	汽車竊盜	1040428	22~24	台北市北投區桃源里中央北路三段252巷內底	
1339	汽車竊盜	1040430	13~15	台北市南港區玉成里松河街271~300號	
1340	汽車竊盜	1040509	16~18	台北市士林區社子里通河西街二段61~90號	
1341	汽車竊盜	1040512	07~09	台北市松山區民生東路五段36巷4弄1~30號	
1342	汽車竊盜	1040513	16~18	台北市信義區雅祥里基隆路一段83巷	
1343	汽車竊盜	1040517	10~12	台北市北投區中和里復興四路1~30號	
1344	汽車竊盜	1040518	13~15	台北市大同區建明里承德路一段1~30號	
1345	汽車竊盜	1040519	13~15	台北市信義區長春里松山路249巷1~30號	
1346	汽車竊盜	1040521	19~21	台北市內湖區石潭里潭美街	
1347	汽車竊盜	1040524	01~03	台北市內湖區東湖里東湖路91~120號	
1348	汽車竊盜	1040524	22~24	台北市信義區敦厚里永吉路120巷	
1349	汽車竊盜	1040525	07~09	台北市南港區百福里福德街339巷7弄口	
1350	汽車竊盜	1040525	16~18	台北市文山區興泰里辛亥路四段106巷底	
1351	汽車竊盜	1040525	19~21	台北市文山區明義里興隆路四段46巷31~60號	
1352	汽車竊盜	1040526	01~03	台北市信義區黎平里和平東路三段391巷20弄1~30號	
1353	汽車竊盜	1040526	22~24	台北市信義區四育里松隆路271~300號	
1354	汽車竊盜	1040528	22~24	台北市信義區雅祥里市民大道六段松隆路123巷口	
1355	汽車竊盜	1040531	19~21	台北市北投區立賢里承德路七段304巷1~30號	
1356	汽車竊盜	1040613	19~21	台北市中山區民族東路與松江路口	
1357	汽車竊盜	1040616	10~12	台北市中正區河堤里金門街附近	
1358	汽車竊盜	1040616	13~15	台北市北投區湖山里紗帽路與建國街口	
1359	汽車竊盜	1040627	19~21	台北市北投區建民里文林北路80巷90弄31~60號	
1360	汽車竊盜	1040628	16~18	台北市南港區玉成里南港路三段130巷3弄1~30號	
1361	汽車竊盜	1040715	22~24	台北市南港區玉成里南港路三段149巷	
1362	汽車竊盜	1040719	01~03	台北市文山區老泉里老泉街北二高涵洞下方	
1363	汽車竊盜	1040720	19~21	台北市中正區西藏路61~90號	
1364	汽車竊盜	1040723	01~03	台北市信義區三犁里信義路五段121~150號	
1365	汽車竊盜	1040731	10~12	台北市萬華區環河南路三段181~210號	
1366	汽車竊盜	1040801	04~06	台北市北投區立賢里承德路七段342巷口	
1367	汽車竊盜	1040807	07~09	台北市大同區朝陽里南京西路301~330號	
1368	汽車竊盜	1040809	01~03	台北市文山區萬芳里萬美街一段31~60號	
1369	汽車竊盜	1040814	04~06	台北市北投區一德里中央北路四段31~60號	
1370	汽車竊盜	1040824	07~09	台北市士林區福佳里中正路361~390號	
1371	汽車竊盜	1040827	01~03	台北市士林區福順里重慶北路四段121~150號	
1372	汽車竊盜	1040827	07~09	台北市南港區玉成里松河街301~330號	
1373	汽車竊盜	1040831	22~24	台北市中山區中山北路二段42巷內	
1374	汽車失竊	1040901	01~03	台北市北投區豐年里大業路601~630號	
1375	汽車失竊	1040901	10~12	台北市北投區大同里北投路二段與中央南路口	
1376	汽車失竊	1040921	07~09	台北市中正區南福里南昌路二段31~60號	
1377	汽車失竊	1040923	19~21	台北市萬華區艋舺大道長順街口	
1378	汽車失竊	1040925	10~12	台北市萬華區康定路287巷	
1379	汽車失竊	1040927	10~12	台北市萬華區雙園河濱公園	
1380	汽車失竊	1041004	01~03	台北市文山區萬和里溪洲街31~60號	
1381	汽車失竊	1041005	10~12	台北市信義區雅祥松信路31~60號	
1382	汽車失竊	1041009	22~24	台北市信義區雅祥里松信路31~60號前	
1383	汽車失竊	1041013	07~09	台北市大同區至聖里承德路三段208巷1~30號	
1384	汽車失竊	1041014	01~03	台北市大安區黎和里6鄰和平東路三段636巷	
1385	汽車失竊	1041020	13~15	台北市南港區新光里忠孝東路七段391~420號	
1386	汽車失竊	1041102	10~12	台北市北投區稻香里秀山路外交部宿舍車道口對面	
1387	汽車失竊	1041107	01~03	台北市士林區福安里延平北路七段31~60號	
1388	汽車失竊	1041121	16~18	台北市士林區富光里葫蘆街54巷1~30號	
1389	汽車失竊	1041124	07~09	台北市南港區新富里研究院路一段101巷內	
1390	汽車竊盜	1041208	07~09	台北市內湖區潭美街潭美街上編號154停車格	
1391	汽車竊盜	1041208	10~12	台北市北投區關渡里知行路331~360號	
1392	汽車竊盜	1041213	07~09	台北市北投區中央里大業路與大興街口	
1393	汽車竊盜	1041217	22~24	台北市內湖區內湖路一段91巷39弄1~30號	
1394	汽車竊盜	1041220	04~06	台北市北投區稻香里稻香路108巷對面政戰學校外防汛道路	
1395	汽車竊盜	1041221	10~12	台北市士林區福佳里基河路361~390號	
1396	汽車竊盜	1041225	07~09	台北市北投區豐年里大業路527巷31~60號	
1397	汽車竊盜	1041226	16~18	台北市北投區洲美里承德路六段421~450號	
1398	汽車竊盜	1050101	01~03	台北市中山區德惠街167巷31~60號	
1399	汽車竊盜	1050112	07~09	台北市士林區天和里天母東路91~120號	
1400	汽車竊盜	1050112	19~21	台北市中正區螢圃里重慶南路三段61~90號	
1401	汽車竊盜	1050116	07~09	台北市大安區建安里敦化南路一段161巷69弄1~30號	
1402	汽車竊盜	1050118	07~09	台北市士林區社園里通河西街二段121~150號	
1403	汽車竊盜	1050120	04~06	台北市北投區榮華里9鄰榮華二路1~30號	
1404	汽車竊盜	1050120	04~06	台北市松山區光復北路230巷	
1405	汽車竊盜	1050124	13~15	台北市內湖區碧山路1~30號	
1406	汽車竊盜	1050128	04~06	台北市北投區大同里大業路361~390號	
1407	汽車竊盜	1050205	10~12	台北市松山區南京東路四段52巷	
1408	汽車竊盜	1050216	01~03	台北市中正區頂東里師大路121~150號	
1409	汽車竊盜	1050217	01~03	台北市大安區福住里1鄰新生南路二段30巷1~30號	
1410	汽車竊盜	1050220	19~21	台北市北投區建民里文林北路80巷3弄口	
1411	汽車竊盜	1050222	01~03	台北市中正區河堤里金門街34巷對面	
1412	汽車竊盜	1050224	01~03	台北市士林區德華里文林路740巷	
